council_district,street_name,block_range,limits,schedule,add_schedule
2,EVERTS ST,4650 - 4699,EMERALD ST - DIAMOND ST,"Posted (7am - 10am), NS 1st Thu, SS 1st Wed",
2,EVERTS ST,4700 - 4749,DIAMOND ST - MISSOURI ST,"Posted (7am - 10am), NS 1st Thu, SS 1st Wed",
2,EVERTS ST,4750 - 4799,MISSOURI ST - CHALCEDONY ST,"Posted (7am - 10am), NS 1st Thu, SS 1st Wed",
2,EVERTS ST,4800 - 4849,CHALCEDONY ST - LAW ST,"Posted (7am - 10am), NS 1st Thu, SS 1st Wed",
2,EVERTS ST,4850 - 4899,LAW ST - BERYL ST,"Posted (7am - 10am), NS 1st Thu, SS 1st Wed",
2,EVERTS ST,4900 - 4949,BERYL ST - WILBUR AV,"Posted (7am - 10am), NS 1st Thu, SS 1st Wed",
2,EVERTS ST,4950 - 4999,WILBUR AV - LORING ST,"Posted (7am - 10am), NS 1st Thu, SS 1st Wed",
2,EVERTS ST,5000 - 5049,LORING ST - OPAL ST,"Posted (7am - 10am), NS 1st Thu, SS 1st Wed",
2,EVERTS ST,5050 - 5099,OPAL ST - TOURMALINE ST,"Posted (7am - 10am), NS 1st Thu, SS 1st Wed",
2,EVERTS ST,5300 - 5348,ARCHER ST - VAN NUYS ST,"Not Posted, Both Sides Odd Month 4th Thu",
2,EVERVIEW RD,1370 - 1499,DORCAS ST - ONSTAD ST,"Not Posted, Both Sides Odd Month 1st Tue",
2,EVERVIEW RD,1500 - 1569,ONSTAD ST - KNOX ST,"Not Posted, Both Sides Odd Month 1st Tue",
2,EVERVIEW RD,1570 - 1599,KNOX ST - PLAINVIEW RD,"Not Posted, Both Sides Odd Month 1st Tue",
2,FAIRFIELD ST,2100 - 2199,SOUTHCREST AV - MILTON ST,"Not Posted, Both Sides Odd Month 3rd Tue",
2,FAIRFIELD ST,2200 - 2299,MILTON ST - NORTHAVEN AV,"Not Posted, Both Sides Odd Month 3rd Tue",
2,FAIRFIELD ST,2500 - 2599,JELLETT ST - END,"Not Posted, Both Sides Even Month 4th Thu",
2,FAIRFIELD ST,2600 - 2699,JELLETT ST - HUXLEY ST,"Not Posted, Both Sides Even Month 4th Thu",
2,FAIRFIELD ST,2700 - 2899,HUXLEY ST - FIELD ST,"Not Posted, Both Sides Even Month 4th Thu",
2,FAIRFIELD ST,2900 - 2999,FIELD ST - CLAIREMONT DR,"Not Posted, Both Sides Even Month 4th Thu",
2,FALLBROOK LN,2800 - 2899,GESNER ST - FIELD ST,"Not Posted, Both Sides Even Month 4th Thu",
2,FALLBROOK LN,2900 - 2999,FIELD ST - EDISON ST,"Not Posted, Both Sides Even Month 4th Thu",
2,FAMOSA BL,2200 - 2289,CATALINA BL - NIMITZ BL OFF RA,"Not Posted, Both Sides Fri",
2,FAMOSA BL,2290 - 2299,NIMITZ BL OFF RA - NIMITZ BL,"Not Posted, Both Sides Odd Month 1st Wed",
2,FAMOSA BL,2300 - 2309,NIMITZ BL - NIMITZ BL RA,"Not Posted, Both Sides Odd Month 1st Wed",
2,FAMOSA BL,2310 - 2499,NIMITZ BL RA - VALETA ST,"Not Posted, Both Sides Odd Month 1st Wed",
2,FAMOSA BL,2500 - 2599,VALETA ST - END,"Not Posted, Both Sides Odd Month 1st Wed",
2,FAMOSA BL,2820 - 2829,CAMULOS ST - RIALTO ST,"Not Posted, Both Sides Odd Month 1st Wed",
2,FAMOSA BL,2830 - 2999,RIALTO ST - WEST POINT LOMA BL,"Not Posted, Both Sides Odd Month 1st Wed",
2,FANUEL ST,4000 - 4019,BEGIN - LA PALMA ST,"Posted (10am - 1pm), Both Sides 1st Thur",
2,FANUEL ST,4020 - 4049,LA PALMA ST - PARKER PL,"Posted (10am - 1pm), Both Sides 1st Thur",
2,FANUEL ST,4050 - 4099,PARKER PL - PACIFIC BEACH DR,"Posted (10am - 1pm), Both Sides 1st Thur",
2,FANUEL ST,4100 - 4149,PACIFIC BEACH DR - OLIVER AV,"Posted (7am - 10am), WS 1st Thu, ES 1st Wed",
2,FANUEL ST,4150 - 4266,OLIVER AV - REED AV,"Posted (7am - 10am), WS 1st Thu, ES 1st Wed",
2,FANUEL ST,4200 - 4299,REED AV - THOMAS AV,"Posted (7am - 10am), WS 1st Thu, ES 1st Wed",
2,FANUEL ST,4300 - 4399,THOMAS AV - GRAND AV,"Posted (7am - 10am), WS 1st Thu, ES 1st Wed",
2,FANUEL ST,4400 - 4449,GRAND AV - HORNBLEND ST,"Posted (7am - 10am), WS 1st Thu, ES 1st Wed",
2,FANUEL ST,4450 - 4499,HORNBLEND ST - GARNET AV,"Posted (7am - 10am), WS 1st Thu, ES 1st Wed",
2,FANUEL ST,4500 - 4549,GARNET AV - FELSPAR ST,"Posted (7am - 10am), WS 1st Thu, ES 1st Wed",
2,FANUEL ST,4600 - 4649,FELSPAR ST - EMERALD ST,"Posted (7am - 10am), WS 1st Thu, ES 1st Wed",
2,FANUEL ST,4650 - 4699,EMERALD ST - DIAMOND ST,"Posted (7am - 10am), WS 1st Thu, ES 1st Wed",
2,FANUEL ST,4700 - 4749,DIAMOND ST - MISSOURI ST,"Posted (7am - 10am), WS 1st Thu, ES 1st Wed",
2,FANUEL ST,4750 - 4799,MISSOURI ST - CHALCEDONY ST,"Posted (7am - 10am), WS 1st Thu, ES 1st Wed",
2,FANUEL ST,4800 - 4849,CHALCEDONY ST - LAW ST,"Posted (7am - 10am), WS 1st Thu, ES 1st Wed",
2,FANUEL ST,4850 - 4899,LAW ST - BERYL ST,"Posted (7am - 10am), WS 1st Thu, ES 1st Wed",
2,FANUEL ST,4900 - 4949,BERYL ST - WILBUR AV,"Posted (7am - 10am), WS 1st Thu, ES 1st Wed",
2,FANUEL ST,4950 - 4999,WILBUR AV - LORING ST,"Posted (7am - 10am), WS 1st Thu, ES 1st Wed",
2,FANUEL ST,5000 - 5049,LORING ST - OPAL ST,"Posted (7am - 10am), WS 1st Thu, ES 1st Wed",
2,FANUEL ST,5050 - 5099,OPAL ST - TOURMALINE ST,"Posted (7am - 10am), WS 1st Thu, ES 1st Wed",
2,FANUEL ST,5100 - 5199,TOURMALINE ST - CARDENO DR,"Posted (7am - 10am), WS 1st Thu, ES 1st Wed",
2,FARGO AV,4600 - 4699,EL PENON WY - EL PENON WY,"Not Posted, Both Sides Odd Month 3rd Tue",
2,FARGO AV,4700 - 4749,EL PENON WY - LUNA AV,"Not Posted, Both Sides Odd Month 3rd Tue",
2,FARRAGUT RD,2600 - 2699,BEGIN - CUSHING RD,Odd Month 4th Fri,
2,FARRAGUT RD,2700 - 2799,CUSHING RD - HISTORIC DECATUR RD,Odd Month 4th Fri,
2,FARRAGUT RD,2800 - 2899,HISTORIC DECATUR RD - TRUXTUN RD,Odd Month 4th Fri,
2,FARRAGUT RD,2900 - 2999,TRUXTUN RD - ROSECRANS ST,Odd Month 4th Fri,
2,FAWN AV,3000 - 3029,HIDALGO AV - ISLETA AV,"Not Posted, Both Sides Odd Month 3rd Tue",
2,FAWN AV,3030 - 3099,ISLETA AV - END,"Not Posted, Both Sides Odd Month 3rd Tue",
2,FEBRUARY CT,2100 - 2199,BEGIN - FEBRUARY ST,"Not Posted, Both Sides Odd Month 3rd Tue",
2,FEBRUARY ST,4950 - 4999,MARCH PL - FEBRUARY CT,"Not Posted, Both Sides Odd Month 3rd Tue",
2,FEBRUARY ST,5000 - 5099,FEBRUARY CT - BURGENER BL,"Not Posted, Both Sides Odd Month 3rd Tue",
2,FELSPAR ST,1000 - 1099,CASS ST - DAWES ST,"Posted (10am - 1pm), SS 1st Wed, NS 1st Thur",
2,FELSPAR ST,1100 - 1199,DAWES ST - EVERTS ST,"Posted (10am - 1pm), SS 1st Wed, NS 1st Thur",
2,FELSPAR ST,1200 - 1299,EVERTS ST - FANUEL ST,"Posted (10am - 1pm), SS 1st Wed, NS 1st Thur",
2,FELSPAR ST,1300 - 1399,FANUEL ST - GRESHAM ST,"Posted (10am - 1pm), SS 1st Wed, NS 1st Thur",
2,FELSPAR ST,1400 - 1499,GRESHAM ST - HAINES ST,"Posted (10am - 1pm), SS 1st Wed, NS 1st Thur",
2,FELSPAR ST,1500 - 1599,HAINES ST - INGRAHAM ST,"Posted (10am - 1pm), SS 1st Wed, NS 1st Thur",
2,FELSPAR ST,1900 - 1999,LAMONT ST - MORRELL ST,"Posted (7am - 10am), NS 1st Thu, SS 1st Wed",
2,FELSPAR ST,2000 - 2099,MORRELL ST - NOYES ST,"Posted (7am - 10am), NS 1st Thu, SS 1st Wed",
2,FELSPAR ST,2100 - 2199,NOYES ST - OLNEY ST,"Posted (7am - 10am), NS 1st Thu, SS 1st Wed",
2,FELSPAR ST,700 - 799,BEGIN - MISSION BL,"Posted (12am - 3am), WS Mon, ES Fri",
2,FELSPAR ST,800 - 899,MISSION BL - BAYARD ST,"Posted (10am - 1pm), SS 1st Wed, NS 1st Thur",
2,FELSPAR ST,900 - 999,BAYARD ST - CASS ST,"Posted (10am - 1pm), SS 1st Wed, NS 1st Thur",
2,FENELON ST,2900 - 2999,SCOTT ST - ROSECRANS ST,"Not Posted, Both Sides Thu",
2,FENELON ST,3000 - 3099,ROSECRANS ST - LOCUST ST,"Not Posted, Both Sides Even Month 4th Wed",
2,FENELON ST,3100 - 3199,LOCUST ST - EVERGREEN ST,"Not Posted, Both Sides Even Month 4th Wed",
2,FENELON ST,3200 - 3299,EVERGREEN ST - WILLOW ST,"Not Posted, Both Sides Even Month 4th Wed",
2,FENELON ST,3300 - 3399,WILLOW ST - PLUM ST,"Not Posted, Both Sides Even Month 4th Wed",
2,FENELON ST,3400 - 3499,PLUM ST - CLOVE ST,"Not Posted, Both Sides Even Month 4th Wed",
2,FENELON ST,3500 - 3599,CLOVE ST - CARLETON ST,"Not Posted, Both Sides Even Month 4th Wed",
2,FENELON ST,3600 - 3799,CARLETON ST - LIGGETT DR,"Not Posted, Both Sides Even Month 4th Wed",
2,FIELD CT,2900 - 2999,FIELD ST - END,"Not Posted, Both Sides Even Month 4th Thu",
2,FIELD ST,4400 - 4469,ERIE ST - FALLBROOK LN,"Not Posted, Both Sides Even Month 4th Thu",
2,FIELD ST,4850 - 4869,GESNER ST - FIELD CT,"Not Posted, Both Sides Even Month 4th Thu",
2,FIELD ST,4870 - 4899,FIELD CT - FAIRFIELD ST,"Not Posted, Both Sides Even Month 4th Thu",
2,FIELD ST,4900 - 4949,FAIRFIELD ST - ARNOTT ST,"Not Posted, Both Sides Even Month 4th Thu",
2,FIELD ST,4950 - 4999,ARNOTT ST - GRANDVIEW ST,"Not Posted, Both Sides Even Month 4th Thu",
2,FIELD ST,5000 - 5039,GRANDVIEW ST - BURGENER BL,"Not Posted, Both Sides Even Month 4th Thu",
2,FIELD ST,5040 - 5099,BURGENER BL - DEERPARK DR,"Not Posted, Both Sides Even Month 4th Thu",
2,FIELD ST,5100 - 5199,DEERPARK DR - COWLEY WY,"Not Posted, Both Sides Even Month 4th Thu",
2,FIGUEROA BL,2600 - 2699,BEGIN - BOND ST,"Posted (10am - 1pm), NS 1st Thu, SS 1st Wed",
2,FIGUEROA BL,2700 - 2799,BOND ST - MAGNOLIA AV,"Posted (10am - 1pm), NS 1st Thu, SS 1st Wed",
2,FIGUEROA BL,4400 - 4469,GRAND AV - HORNBLEND ST,"Posted (10am - 1pm), NS 1st Thu, SS 1st Wed",
2,FIGUEROA BL,4470 - 4499,HORNBLEND ST - MAGNOLIA AV,"Posted (10am - 1pm), NS 1st Thu, SS 1st Wed",
2,FINANCIAL CT,2600 - 2699,MORENA BL - END,"Not Posted, Both Sides Wed",
2,FLEETRIDGE DR,1100 - 1299,VARONA ST - POINT LOMA AV,"Not Posted, Both Sides Even Month 1st Wed",
2,FONTANA AV,3200 - 3399,BLACKFOOT AV - DAKOTA DR,"Not Posted, Both Sides Even Month 4th Thu",
2,FOOTHILL BL,4900 - 4949,BERYL ST - MONMOUTH DR,"Posted (7am - 10am), NS 1st Thu, SS 1st Wed",
2,FOOTHILL BL,4950 - 4999,MONMOUTH DR - LORING ST,"Posted (7am - 10am), NS 1st Thu, SS 1st Wed",
2,FOOTHILL BL,5000 - 5049,LORING ST - OPAL ST,"Posted (7am - 10am), NS 1st Thu, SS 1st Wed",
2,FOOTHILL BL,5050 - 5099,OPAL ST - TOURMALINE ST,"Posted (7am - 10am), NS 1st Thu, SS 1st Wed",
2,FOOTHILL BL,5100 - 5149,TOURMALINE ST - VICKIE DR,"Posted (7am - 10am), NS 1st Thu, SS 1st Wed",
2,FOOTHILL BL,5150 - 5221,VICKIE DR - CARDENO DR,"Posted (7am - 10am), NS 1st Thu, SS 1st Wed",
2,FORDHAM ST,3200 - 3299,KENYON ST - MIDWAY DR,"Not Posted, Both Sides Mon",
2,FORNEY AV,3950 - 3999,BOONE ST - CHIPPEWA CT,"Not Posted, Both Sides Even Month 4th Thu",
2,FORNEY AV,4000 - 4099,CHIPPEWA CT - ECOCHEE AV,"Not Posted, Both Sides Even Month 4th Thu",
2,FORTUNA AV,1400 - 1499,RIVIERA DR - HAINES ST,"Posted (7am - 10am), NS 1st Thu, SS 1st Wed",
2,FORTUNA AV,1500 - 1549,HAINES ST - PROMONTORY ST,"Posted (7am - 10am), NS 1st Thu, SS 1st Wed",
2,FORTUNA AV,1550 - 1599,PROMONTORY ST - INGRAHAM ST,"Posted (7am - 10am), NS 1st Thu, SS 1st Wed",
2,FORTUNA AV,1600 - 1699,INGRAHAM ST - JEWELL ST,"Posted (10am - 1pm), NS 1st Thu, SS 1st Wed",
2,FORTUNA AV,1700 - 1750,JEWELL ST - SHASTA ST,"Posted (10am - 1pm), NS 1st Thu, SS 1st Wed",
2,FORTUNA AV,1751 - 1799,SHASTA ST - KENDALL ST,"Posted (10am - 1pm), NS 1st Thu, SS 1st Wed",
2,FORTUNA AV,1800 - 1849,KENDALL ST - SEQUOIA ST,"Posted (10am - 1pm), NS 1st Thu, SS 1st Wed",
2,FORTUNA AV,1850 - 1899,SEQUOIA ST - LAMONT ST,"Posted (10am - 1pm), NS 1st Thu, SS 1st Wed",
2,FORTUNA AV,1900 - 1949,LAMONT ST - HONEYCUTT ST,"Posted (10am - 1pm), NS 1st Thu, SS 1st Wed",
2,FORTUNA AV,1950 - 1999,HONEYCUTT ST - MORRELL ST,"Posted (10am - 1pm), NS 1st Thu, SS 1st Wed",
2,FORTUNA AV,2000 - 2029,MORRELL ST - CROWN POINT DR,"Posted (10am - 1pm), NS 1st Thu, SS 1st Wed",
2,FOX AV,3400 - 3449,FOX PL - TAOS DR,"Not Posted, Both Sides Odd Month 3rd Tue",
2,FOX AV,3450 - 3499,TAOS DR - NEMAHA DR,"Not Posted, Both Sides Odd Month 3rd Tue",
2,FOX AV,4000 - 4059,EPANOW AV - DATCHO DR,"Not Posted, Both Sides Even Month 4th Thu",
2,FOX AV,4060 - 4099,DATCHO DR - CLAIREMONT DR,"Not Posted, Both Sides Even Month 4th Thu",
2,FOX PL,3300 - 3399,BEGIN - FOX AV,"Not Posted, Both Sides Even Month 4th Thu",
2,FRANKFORT ST,1300 - 1399,MORENA BL - TONOPAH AV,"Not Posted, Both Sides Odd Month 1st Tue",
2,FRANKFORT ST,1400 - 1449,TONOPAH AV - GALVESTON ST,"Not Posted, Both Sides Odd Month 1st Tue",
2,FRANKFORT ST,1450 - 1499,GALVESTON ST - ASHER ST,"Not Posted, Both Sides Odd Month 1st Tue",
2,FRANKFORT ST,1500 - 1699,ASHER ST - LITTLEFIELD ST,"Not Posted, Both Sides Odd Month 1st Tue",
2,FRANKFORT ST,1700 - 1799,LITTLEFIELD ST - GARDENA AV,"Not Posted, Both Sides Odd Month 1st Tue",
2,FRANKFORT ST,1800 - 1899,GARDENA AV - ASHTON ST,"Not Posted, Both Sides Odd Month 1st Tue",
2,FRANKFORT ST,1900 - 1999,ASHTON ST - ORTEN ST,"Not Posted, Both Sides Odd Month 3rd Tue",
2,FRANKFORT ST,2000 - 2099,ORTEN ST - NAPIER ST,"Not Posted, Both Sides Odd Month 3rd Tue",
2,FRANKFORT ST,2100 - 2199,NAPIER ST - MILTON ST,"Not Posted, Both Sides Odd Month 3rd Tue",
2,FRANKFORT ST,2200 - 2299,MILTON ST - LISTER ST,"Not Posted, Both Sides Odd Month 3rd Tue",
2,FRANKFORT ST,2300 - 2399,LISTER ST - KANE ST,"Not Posted, Both Sides Odd Month 3rd Tue",
2,FRANKFORT ST,2400 - 2499,KANE ST - JELLETT ST,"Not Posted, Both Sides Odd Month 3rd Tue",
2,FRANKFORT ST,2500 - 2599,JELLETT ST - INGULF ST,"Not Posted, Both Sides Odd Month 3rd Tue",
2,FRANKFORT ST,2700 - 2799,BEGIN - GESNER ST,"Not Posted, Both Sides Even Month 4th Thu",
2,FREEMAN ST,3000 - 3099,ROSECRANS ST - LOCUST ST,"Not Posted, Both Sides Odd Month 1st Wed",
2,FREEMAN ST,3100 - 3199,LOCUST ST - EVERGREEN ST,"Not Posted, Both Sides Odd Month 1st Wed",
2,FREEMAN ST,3200 - 3299,EVERGREEN ST - WILLOW ST,"Not Posted, Both Sides Odd Month 1st Wed",
2,FREEMAN ST,3300 - 3499,WILLOW ST - CHATSWORTH BL,"Not Posted, Both Sides Odd Month 1st Wed",
2,FRESNO ST,1050 - 1099,FRIARS RD - GAINES ST,"Not Posted, Both Sides Odd Month 1st Tue",
2,FRESNO ST,1100 - 1149,GAINES ST - RILEY ST,"Not Posted, Both Sides Odd Month 1st Tue",
2,FRIARS RD,4500 - 4799,SEA WORLD DR - PACIFIC HY,"Not Posted, Both Sides Fri",
2,FRIARS RD,4800 - 5099,PACIFIC HY - MORENA BL,"Not Posted, Both Sides Fri",
2,FRIARS RD,5100 - 5399,MORENA BL - NAPA ST,"Not Posted, Both Sides Fri",
2,FRIARS RD,5400 - 5699,NAPA ST - COLUSA ST,"Not Posted, Both Sides Fri",
2,FRIARS RD,5700 - 5759,COLUSA ST - DONAHUE ST,"Not Posted, Both Sides Fri",
2,FRIARS RD,5760 - 5849,DONAHUE ST - FRESNO ST,"Not Posted, Both Sides Fri",
2,FRIARS RD,5850 - 5899,FRESNO ST - GOSHEN ST,"Not Posted, Both Sides Fri",
2,FRIARS RD,5900 - 6049,GOSHEN ST - GAINES ST,"Not Posted, Both Sides Fri",
2,FRIARS RD,6050 - 6199,GAINES ST - VIA LAS CUMBRES,"Not Posted, Both Sides Fri",
2,FROUDE ST,1000 - 1099,SUNSET CLIFFS BL - DEVONSHIRE DR,"Not Posted, Both Sides Even Month 4th Wed",
2,FROUDE ST,1100 - 1149,DEVONSHIRE DR - ALHAMBRA ST,"Not Posted, Both Sides Even Month 4th Wed",
2,FROUDE ST,1150 - 1199,ALHAMBRA ST - OSPREY ST,"Not Posted, Both Sides Even Month 4th Wed",
2,FROUDE ST,1200 - 1249,OSPREY ST - GRANGER ST,"Not Posted, Both Sides Even Month 4th Wed",
2,FROUDE ST,1250 - 1299,GRANGER ST - TIVOLI ST,"Not Posted, Both Sides Even Month 4th Wed",
2,FROUDE ST,1300 - 1349,TIVOLI ST - ADAIR ST,"Not Posted, Both Sides Even Month 4th Wed",
2,FROUDE ST,1350 - 1399,ADAIR ST - POINT LOMA AV,"Not Posted, Both Sides Even Month 4th Wed",
2,FROUDE ST,1400 - 1449,POINT LOMA AV - BERMUDA AV,"Not Posted, Both Sides 1st Wed",
2,FROUDE ST,1450 - 1499,BERMUDA AV - PESCADERO AV,"Not Posted, Both Sides 1st Wed",
2,FROUDE ST,1500 - 1549,PESCADERO AV - ORCHARD AV,"Not Posted, Both Sides 1st Wed",
2,FROUDE ST,1550 - 1599,ORCHARD AV - DEL MAR AV,"Not Posted, Both Sides 1st Wed",
2,FROUDE ST,1600 - 1649,DEL MAR AV - CORONADO AV,"Not Posted, Both Sides 1st Wed",
2,FROUDE ST,1650 - 1699,CORONADO AV - SANTA CRUZ AV,"Not Posted, Both Sides 1st Wed",
2,FROUDE ST,1700 - 1749,SANTA CRUZ AV - DEL MONTE AV,"Not Posted, Both Sides 1st Wed",
2,FROUDE ST,1750 - 1799,DEL MONTE AV - NARRAGANSETT AV,"Not Posted, Both Sides 1st Wed",
2,FROUDE ST,1800 - 1849,NARRAGANSETT AV - NIAGARA AV,"Not Posted, Both Sides 1st Wed",
2,FROUDE ST,1850 - 1899,NIAGARA AV - NEWPORT AV,"Not Posted, Both Sides 1st Wed",
2,FROUDE ST,1900 - 1949,NEWPORT AV - SANTA MONICA AV,"Not Posted, Both Sides 1st Wed",
2,FROUDE ST,1950 - 1999,SANTA MONICA AV - SARATOGA AV,"Not Posted, Both Sides 1st Wed",
2,FROUDE ST,2000 - 2049,SARATOGA AV - CAPE MAY AV,"Not Posted, Both Sides 1st Wed",
2,FROUDE ST,2050 - 2099,CAPE MAY AV - BRIGHTON AV,"Not Posted, Both Sides 1st Wed",
2,FROUDE ST,2100 - 2129,BRIGHTON AV - LONG BRANCH AV,"Not Posted, Both Sides 1st Wed",
2,FROUDE ST,2130 - 2159,LONG BRANCH AV - MUIR AV,"Not Posted, Both Sides 1st Wed",
2,FROUDE ST,2160 - 2199,MUIR AV - VOLTAIRE ST,"Not Posted, Both Sides 1st Wed",
2,FROUDE ST,2200 - 2249,VOLTAIRE ST - LOTUS ST,"Not Posted, Both Sides 1st Wed",
2,FROUDE ST,2250 - 2299,LOTUS ST - GREENE ST,"Not Posted, Both Sides 1st Wed",
2,FRYDEN CT,3100 - 3199,BRILLDEN CT - AVATI DR,"Not Posted, Both Sides Even Month 4th Thu",
2,GAGE DR,500 - 599,BEGIN - DUPONT ST,"Not Posted, Both Sides Even Month 4th Wed",
2,GAGE DR,600 - 699,DUPONT ST - GAGE PL,"Not Posted, Both Sides Even Month 4th Wed",
2,GAGE DR,700 - 749,GAGE PL - CHARLES ST,"Not Posted, Both Sides Even Month 4th Wed",
2,GAGE DR,750 - 869,CHARLES ST - JENNINGS ST,"Not Posted, Both Sides Even Month 4th Wed",
2,GAGE DR,870 - 999,JENNINGS ST - TALBOT ST,"Not Posted, Both Sides Even Month 4th Wed",
2,GAGE PL,3400 - 3499,BEGIN - GAGE DR,"Not Posted, Both Sides Even Month 4th Wed",
2,GAINES ST,3750 - 3799,CAM DEL RIO WEST - HANCOCK ST,"Not Posted, Both Sides Fri",
2,GAINES ST,3800 - 3899,HANCOCK ST - MOORE ST,"Not Posted, Both Sides Fri",
2,GAINES ST,3900 - 3999,MOORE ST - JEFFERSON ST,"Not Posted, Both Sides Fri",
2,GAINES ST,5200 - 5599,NAPA ST - AZUSA ST,"Not Posted, Both Sides Wed",
2,GAINES ST,5600 - 5699,BENICIA ST - COLUSA ST,"Not Posted, Both Sides Odd Month 1st Tue",
2,GAINES ST,5700 - 5749,COLUSA ST - DONAHUE ST,"Not Posted, Both Sides Odd Month 1st Tue",
2,GAINES ST,5750 - 5799,DONAHUE ST - EUREKA ST,"Not Posted, Both Sides Odd Month 1st Tue",
2,GAINES ST,5800 - 5849,EUREKA ST - FRESNO ST,"Not Posted, Both Sides Odd Month 1st Tue",
2,GAINES ST,5850 - 5899,FRESNO ST - GOSHEN ST,"Not Posted, Both Sides Odd Month 1st Tue",
2,GALENA AV,4900 - 4999,BONUS DR - GOLDBORO ST,"Not Posted, Both Sides Odd Month 1st Tue",
2,GALLATIN WY,4700 - 4799,LUNA AV - HAVASUPAI AV,"Not Posted, Both Sides Even Month 3rd Tue",
2,GALLATIN WY,4800 - 4899,HAVASUPAI AV - DELLA PL,"Not Posted, Both Sides Even Month 3rd Tue",
2,GALLATIN WY,4900 - 4999,DELLA PL - EDWIN PL,"Not Posted, Both Sides Even Month 3rd Tue",
2,GALVESTON ST,1400 - 1599,FRANKFORT ST - LITTLEFIELD ST,"Not Posted, Both Sides Odd Month 1st Tue",
2,GALVESTON ST,1700 - 1799,LITTLEFIELD ST - GARDENA AV,"Not Posted, Both Sides Odd Month 1st Tue",
2,GALVESTON ST,1800 - 1899,GARDENA AV - ASHTON ST,"Not Posted, Both Sides Odd Month 3rd Tue",
2,GALVESTON ST,1900 - 1999,ASHTON ST - ORTEN ST,"Not Posted, Both Sides Odd Month 3rd Tue",
2,GALVESTON ST,2000 - 2099,ORTEN ST - NAPIER ST,"Not Posted, Both Sides Odd Month 3rd Tue",
2,GALVESTON ST,2100 - 2199,NAPIER ST - MILTON ST,"Not Posted, Both Sides Odd Month 3rd Tue",
2,GALVESTON ST,2200 - 2299,MILTON ST - LISTER ST,"Not Posted, Both Sides Odd Month 3rd Tue",
2,GALVESTON ST,2300 - 2399,LISTER ST - KANE ST,"Not Posted, Both Sides Odd Month 3rd Tue",
2,GALVESTON ST,2400 - 2499,KANE ST - JELLETT ST,"Not Posted, Both Sides Odd Month 3rd Tue",
2,GALVESTON ST,2500 - 2599,JELLETT ST - INGULF ST,"Not Posted, Both Sides Odd Month 3rd Tue",
2,GALVESTON ST,2600 - 2699,INGULF ST - HUXLEY ST,"Not Posted, Both Sides Odd Month 3rd Tue",
2,GALVESTON ST,2700 - 2799,HUXLEY ST - CLAIREMONT DR,"Not Posted, Both Sides Odd Month 3rd Tue",
2,GARDEN LN,3800 - 3807,CATALINA BL - CATALINA RD,"Not Posted, Both Sides Even Month 1st Wed",
2,GARDEN LN,3808 - 3822,CATALINA RD - SAVOY ST,"Not Posted, Both Sides Even Month 1st Wed",
2,GARDEN LN,3823 - 3832,SAVOY ST - TARENTO DR,"Not Posted, Both Sides Even Month 1st Wed",
2,GARDEN LN,3833 - 3919,TARENTO DR - END,"Not Posted, Both Sides Even Month 1st Wed",
2,GARDENA AV,4500 - 4549,FRANKFORT ST - GALVESTON ST,"Not Posted, Both Sides Odd Month 3rd Tue",
2,GARDENA AV,4550 - 4599,GALVESTON ST - GALVESTON ST,"Not Posted, Both Sides Odd Month 3rd Tue",
2,GARDENA AV,4600 - 4699,GALVESTON ST - BERVY ST,"Not Posted, Both Sides Odd Month 3rd Tue",
2,GARDENA AV,4700 - 4799,BERVY ST - ILLION ST,"Not Posted, Both Sides Odd Month 3rd Tue",
2,GARDENA AV,4800 - 4899,ILLION ST - GARDENA PL,"Not Posted, Both Sides Odd Month 1st Tue",
2,GARDENA AV,4900 - 4949,GARDENA PL - BONUS DR,"Not Posted, Both Sides Odd Month 1st Tue",
2,GARDENA AV,4950 - 4999,BONUS DR - GOLDBORO ST,"Not Posted, Both Sides Odd Month 1st Tue",
2,GARDENA AV,5000 - 5199,GOLDBORO ST - CROSS ST,"Not Posted, Both Sides Odd Month 1st Tue",
2,GARDENA PL,1800 - 1849,GARDENA AV - VIANE WY,"Not Posted, Both Sides Odd Month 1st Tue",
2,GARDENA PL,1850 - 1873,VIANE WY - SPARKS AV,"Not Posted, Both Sides Odd Month 1st Tue",
2,GARDENA PL,1874 - 1899,SPARKS AV - SPARKS AV,"Not Posted, Both Sides Odd Month 1st Tue",
2,GARDENA PL,1900 - 1939,SPARKS AV - SKY ST,"Not Posted, Both Sides Odd Month 1st Tue",
2,GARDENA PL,1940 - 1979,SKY ST - END,"Not Posted, Both Sides Odd Month 1st Tue",
2,GARFIELD RD,2000 - 2199,CECELIA TR - MILTON ST,"Not Posted, Both Sides Odd Month 3rd Tue",
2,GARFIELD RD,2200 - 2399,MILTON ST - KANE ST,"Not Posted, Both Sides Odd Month 3rd Tue",
2,GARNET AV,1000 - 1099,CASS ST - DAWES ST,"Posted (3am - 6am), SS Tue, NS Thu",
2,GARNET AV,1100 - 1199,DAWES ST - EVERTS ST,"Posted (3am - 6am), SS Tue, NS Thu",
2,GARNET AV,1200 - 1299,EVERTS ST - FANUEL ST,"Posted (3am - 6am), SS Tue, NS Thu",
2,GARNET AV,1300 - 1399,FANUEL ST - GRESHAM ST,"Posted (3am - 6am), SS Tue, NS Thu",
